Группа каталога,Тип локации,Регион,Город / кластер,АО Москвы,Район / локация,ЖК,Застройщик,Ссылка на чат,Ссылка исходная,Листы-источники,Строки-источники,Тип списка,Уверенность,Комментарий,slug_chat,slug_group,slug_region,slug_city_cluster,slug_district
Самолет,Московская область,Московская область,Красногорск/Отрадное,,,ЖК «Пятницкие Луга»,Самолет,https://t.me/jk_pyatnitskie_luga,https://t.me/jk_pyatnitskie_luga,"Москва чаты, Сдача по чатам",Москва чаты:99; Сдача по чатам:21,"delivery, main",medium,,zhk-pyatnitskie-luga,samolet,moskovskaya-oblast,krasnogorsk-otradnoe,
Самолет,Московская область,Московская область,Ленинский г.о.,,Видное,ЖК Квартал Герцена,Самолет,https://t.me/JKKvartalGercenaSobstvenniki,https://t.me/JKKvartalGercenaSobstvenniki,Москва чаты,Москва чаты:205,main,medium,,zhk-kvartal-gertsena,samolet,moskovskaya-oblast,leninskiy-g-o,vidnoe
Самолет,Московская область,Московская область,Ленинский г.о.,,Видное,ЖК Новое Видное,Самолет,https://t.me/JKNovoeVidnoeSob,https://t.me/JKNovoeVidnoeSob,"Москва чаты, Сдача по чатам",Москва чаты:108; Сдача по чатам:13,"delivery, main",high,,zhk-novoe-vidnoe,samolet,moskovskaya-oblast,leninskiy-g-o,vidnoe
Самолет,Московская область,Московская область,Ленинский г.о.,,Мисайлово,ЖК «Пригород Лесное,Самолет,https://t.me/JKPrigorodLesnoe,https://t.me/JKPrigorodLesnoe,Москва чаты,Москва чаты:101,main,high,,zhk-prigorod-lesnoe,samolet,moskovskaya-oblast,leninskiy-g-o,misaylovo
Самолет,Московская область,Московская область,Ленинский г.о.,,,ЖК «Горки Парк»,Самолет,https://t.me/JKGorkiParkSob,https://t.me/JKGorkiParkSob,Москва чаты,Москва чаты:201,main,high,,zhk-gorki-park,samolet,moskovskaya-oblast,leninskiy-g-o,
Самолет,Московская область,Московская область,Ленинский г.о.,,,ЖК «Прибрежный Парк,Самолет,https://t.me/JKPribrezhPark,https://t.me/JKPribrezhPark,Москва чаты,Москва чаты:159,main,high,,zhk-pribrezhnyy-park,samolet,moskovskaya-oblast,leninskiy-g-o,
Самолет,Московская область,Московская область,Ленинский г.о.,,,ЖК Богдановский Лес,Самолет,https://t.me/JkBognovskiyLes,https://t.me/JkBognovskiyLes,"Москва чаты, Сдача по чатам",Москва чаты:49; Сдача по чатам:34,"delivery, main",medium,,zhk-bogdanovskiy-les,samolet,moskovskaya-oblast,leninskiy-g-o,
Самолет,Московская область,Московская область,Люберцы,,,Егорово парк чистый,Самолет,https://t.me/JKEgorovoParkSosedi,https://t.me/JKEgorovoParkSosedi,Москва чаты,Москва чаты:164; Москва чаты:2050,main,high,,egorovo-park-chistyy,samolet,moskovskaya-oblast,lyubertsy,
Самолет,Московская область,Московская область,Мытищи,,,ЖК Долина Яузы,Самолет,https://t.me/JKDolinaYauzi,https://t.me/JKDolinaYauzi,"Москва чаты, Сдача по чатам",Москва чаты:28; Сдача по чатам:14,"delivery, main",medium,,zhk-dolina-yauzy,samolet,moskovskaya-oblast,mytischi,
Самолет,Московская область,Московская область,Одинцовский г.о.,,Заречье,ЖК «Заречье Парк,Самолет,https://t.me/jk_zarechiepark,@jk_zarechiepark,Москва чаты,Москва чаты:114,main,high,,zhk-zareche-park,samolet,moskovskaya-oblast,odintsovskiy-g-o,zareche
Самолет,Московская область,Московская область,Одинцовский г.о.,,,ЖК Рублёвский Квартал,Самолет,https://t.me/RublKvartalChat,https://t.me/RublKvartalChat,"Москва чаты, Сдача по чатам",Москва чаты:59; Сдача по чатам:4,"delivery, main",high,,zhk-rublevskiy-kvartal,samolet,moskovskaya-oblast,odintsovskiy-g-o,
Самолет,Московская область,Московская область,Подольск,,,ЖК Подольские Кварталы,Самолет,https://t.me/JKPODOLKvartaliy,https://t.me/JKPODOLKvartaliy,"Москва чаты, Сдача по чатам",Москва чаты:106; Сдача по чатам:3,"delivery, main",high,,zhk-podolskie-kvartaly,samolet,moskovskaya-oblast,podolsk,
Самолет,Московская область,Московская область,Химки,,,ЖК Квартал Ивакино,Самолет,https://t.me/JKKvartalIvakinoo,https://t.me/JKKvartalIvakinoo,"Москва чаты, Сдача по чатам",Москва чаты:60; Сдача по чатам:28,"delivery, main",high,,zhk-kvartal-ivakino,samolet,moskovskaya-oblast,himki,
Самолет,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,"ЖК ""Живи! В Рыбацком""",Самолет,https://t.me/JKJiviVRibatskomSosedi,https://t.me/JKJiviVRibatskomSosedi,Питер чаты,Питер чаты:27,main,high,,zhk-zhivi-v-rybatskom,samolet,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
Самолет,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,"ЖК ""Квартал Лаголово""",Самолет,https://t.me/JKKvartalLagolovoSosedi,https://t.me/JKKvartalLagolovoSosedi,Питер чаты,Питер чаты:58,main,high,,zhk-kvartal-lagolovo,samolet,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
Самолет,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,"ЖК ""Квартал Торики""",Самолет,https://t.me/JKKvartalTorikiSosedi,https://t.me/JKKvartalTorikiSosedi,Питер чаты,Питер чаты:68,main,high,,zhk-kvartal-toriki,samolet,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
Самолет,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,"ЖК ""Невская долина""",Самолет,https://t.me/NevskayaadolinaSosedi,https://t.me/NevskayaadolinaSosedi,Питер чаты,Питер чаты:37,main,high,,zhk-nevskaya-dolina,samolet,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
Самолет,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,"ЖК ""Новое Колпино""",Самолет,https://t.me/JKNovKolp,https://t.me/JKNovKolp,Питер чаты,Питер чаты:98,main,high,,zhk-novoe-kolpino,samolet,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
Самолет,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,"ЖК ""Сандэй""",Самолет,https://t.me/JKSendeiSosedi,https://t.me/JKSendeiSosedi,Питер чаты,Питер чаты:40,main,high,,zhk-sandey,samolet,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
Самолет,Другой город/регион,Санкт-Петербург / Ленинградская область,Санкт-Петербург / агломерация,,,"ЖК ""Южная Нева""",Самолет,https://t.me/JKUjnayaNevaSosedi,https://t.me/JKUjnayaNevaSosedi,Питер чаты,Питер чаты:83,main,high,,zhk-yuzhnaya-neva,samolet,sankt-peterburg-leningradskaya-oblast,sankt-peterburg-aglomeratsiya,
Сан Девелопмент,Москва,Москва,Москва,САО,Головинский,ЖК Монодом Лейк,Сан Девелопмент,https://t.me/JKMonodomLakeChat,https://t.me/JKMonodomLakeChat,Москва чаты,Москва чаты:110,main,medium,,zhk-monodom-leyk,san-development,moskva,moskva,golovinskiy
СберСити,Москва,Москва,Москва,ЗАО,Кунцево / Рублёво-Архангельское,ЖК СберСити,СберСити,https://t.me/ZhKSberSitiSosedi1,https://t.me/ZhKSberSitiSosedi1,Москва чаты,Москва чаты:141,main,medium,,zhk-sbersiti,sbersiti,moskva,moskva,kuntsevo-rublevo-arhangelskoe
Север,Другой город/регион,Новосибирская область,Новосибирск,,,ЖК Поколение,Север,https://t.me/JKPokolenieZh,https://t.me/JKPokolenieZh,Новосибирск чаты,Новосибирск чаты:69,main,high,,zhk-pokolenie,sever,novosibirskaya-oblast,novosibirsk,
Север,Другой город/регион,Свердловская область,Екатеринбург,,,Литературный,Север,https://t.me/JKLiteraturniy,https://t.me/JKLiteraturniy,Екатеринбург чаты,Екатеринбург чаты:62,main,high,,literaturnyy,sever,sverdlovskaya-oblast,ekaterinburg,
Север-Строй,Другой город/регион,Новосибирская область,Новосибирск,,,ЖК ЕРМАК,Север-Строй,https://t.me/JKErmak,https://t.me/JKErmak,Новосибирск чаты,Новосибирск чаты:81,main,high,,zhk-ermak,sever-stroi,novosibirskaya-oblast,novosibirsk,
СервисВертикаль,Московская область,Московская область,Мытищи,,,ЖК Атлантис,СервисВертикаль,https://t.me/JKAtlantisChatDol,https://t.me/JKAtlantisChatDol,Москва чаты,Москва чаты:34,main,medium,,zhk-atlantis,servisvertikal,moskovskaya-oblast,mytischi,
Сергиев Пассаж,Другой город/регион,Новосибирская область,Новосибирск,,,ЖК Сергиев Пассаж,Сергиев Пассаж,https://t.me/JKSergPas,https://t.me/JKSergPas,Новосибирск чаты,Новосибирск чаты:73,main,high,,zhk-sergiev-passazh,sergiev-passazh,novosibirskaya-oblast,novosibirsk,
Сибирские жилые кварталы,Другой город/регион,Новосибирская область,Новосибирск,,,ЖК Эко-квартал Флора и Фауна,Сибирские жилые кварталы,https://t.me/JKFloraFauna,https://t.me/JKFloraFauna,Новосибирск чаты,Новосибирск чаты:83,main,high,,zhk-eko-kvartal-flora-i-fauna,sibirskie-zhilye-kvartaly,novosibirskaya-oblast,novosibirsk,
Сибирьинвест,Другой город/регион,Новосибирская область,Новосибирск,,,ЖК Возрождение,Сибирьинвест,https://t.me/JKVozrojdenieJiltsi,https://t.me/JKVozrojdenieJiltsi,Новосибирск чаты,Новосибирск чаты:7,main,high,,zhk-vozrozhdenie,sibir-invest,novosibirskaya-oblast,novosibirsk,
Сибирьинвест,Другой город/регион,Новосибирская область,Новосибирск,,,ЖК Комсомольский проспект,Сибирьинвест,https://t.me/JKKomsomolskiyprospektJiltsi,https://t.me/JKKomsomolskiyprospektJiltsi,Новосибирск чаты,Новосибирск чаты:46,main,high,,zhk-komsomolskiy-prospekt,sibir-invest,novosibirskaya-oblast,novosibirsk,
Сибирьинвест,Другой город/регион,Новосибирская область,Новосибирск,,,ЖК Чернышевский,Сибирьинвест,https://t.me/JKChernishevskiy,https://t.me/JKChernishevskiy,Новосибирск чаты,Новосибирск чаты:109,main,high,,zhk-chernyshevskiy,sibir-invest,novosibirskaya-oblast,novosibirsk,
